AppointmentID,AppointmentDateTime,PatientID,NHS_ID,PatientFirstName,PatientLastName,PatientDOB,PatientPostcode,ClinicName,Specialty,ProviderID,ProviderName,DiagnosisCode,DiagnosisDescription,AppointmentStatus
A1175,12/07/2025 08:10,P559,3050717335,Wayne,Kershaw,04/02/2008,NP36 8OQ,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1176,12/07/2025 08:10,P604,5982643394,Beverly,Gering,28/10/1992,CF19 5XV,Morriston Hospital,Neurology,D67,Dr. Williams,M54.5,Low back pain,Attended
A1177,12/07/2025 08:10,P622,2055099469,Roberta,Pena,17/01/1947,NP25 7PQ,Royal Glamorgan,Dermatology,D88,Dr. Davies,J45.9,"Asthma, unspecified",Attended
A1178,12/07/2025 08:10,P618,1323896783,Becky,Vallejos,25/06/2003,CF36 4PA,Prince Charles,Orthopaedics,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",Attended
A1179,12/07/2025 08:10,P575,8334569416,Ted,Wright,08/01/1950,SA36 2EY,Morriston Hospital,Neurology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,DNA
A1180,12/07/2025 08:10,P528,4400238679,Jamie,Griffis,01/11/1967,NP21 6TT,Royal Glamorgan,Dermatology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,DNA
A1181,12/07/2025 08:10,P603,9283097505,Sandra,Perkins,04/03/1981,LL26 7QL,University Hospital,Cardiology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1182,12/07/2025 08:10,P632,9386510693,Julie,Lewis,06/05/2005,SA18 3VP,Singleton Hospital,Oncology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",DNA
A1183,12/07/2025 08:10,P527,6906091948,Florrie,Duncan,07/04/2004,SA36 8TW,Prince Charles,Orthopaedics,D21,Dr. Evans,J45.9,"Asthma, unspecified",DNA
A1184,12/07/2025 08:10,P553,8111006888,Jill,Bachman,04/05/1988,LL11 5KL,Singleton Hospital,Oncology,D33,Dr. Roberts,I10,Essential hypertension,Attended
A1185,12/07/2025 08:10,P643,1111506353,Patricia,Barlow,08/03/2005,NP25 4DR,Prince Charles,Orthopaedics,D67,Dr. Williams,M54.5,Low back pain,Attended
A1186,12/07/2025 08:10,P637,6133299738,David,Eagle,14/11/1985,NP36 7AV,University Hospital,Cardiology,D33,Dr. Roberts,I10,Essential hypertension,Attended
A1187,12/07/2025 08:10,P592,2149967278,Earl,Wolf,05/03/1957,LL33 5UA,Singleton Hospital,Oncology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",Attended
A1188,12/07/2025 08:10,P506,8037975193,Elizabeth,Smith,01/05/1941,NP21 1WV,Singleton Hospital,Oncology,D45,Dr. Jones,J45.9,"Asthma, unspecified",Attended
A1189,12/07/2025 08:10,P534,3840117496,Fern,Christian,26/04/1990,CF12 7CF,Singleton Hospital,Oncology,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",Attended
A1190,12/07/2025 08:10,P554,9042835877,David,Oakden,23/11/1944,NP32 5NF,Prince Charles,Orthopaedics,D45,Dr. Jones,I10,Essential hypertension,Attended
A1191,12/07/2025 08:10,P626,2684191468,Karl,Moran,22/10/1952,CF39 6KO,Singleton Hospital,Oncology,D88,Dr. Davies,S82.1,Fracture of upper end of tibia,Attended
A1192,12/07/2025 08:10,P520,8146085482,Joshua,Jordan,20/03/2003,CF31 5NM,Royal Glamorgan,Dermatology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1193,12/07/2025 08:10,P634,4716065103,Jose,Delgado,18/12/1949,SA20 6YW,Royal Glamorgan,Dermatology,D88,Dr. Davies,I10,Essential hypertension,Attended
A1194,12/07/2025 08:10,P533,6863164418,Walter,Day,04/12/1981,CF32 7JX,University Hospital,Cardiology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",Attended
A1195,12/07/2025 08:10,P550,2600993797,Ryan,Winn,10/12/1948,SA32 1ZJ,University Hospital,Cardiology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1196,12/07/2025 08:10,P647,8622752879,Ronald,Canizales,24/02/1980,NP18 3KV,Prince Charles,Orthopaedics,D12,Dr. Thomas,I10,Essential hypertension,DNA
A1197,12/07/2025 08:10,P644,2326057104,Ella,Hodge,12/09/1972,CF35 4GW,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1198,12/07/2025 08:10,P560,3598836171,Bryan,Allen,03/01/2008,LL37 9TZ,Singleton Hospital,Oncology,D12,Dr. Thomas,M54.5,Low back pain,Attended
A1199,12/07/2025 08:10,P640,4792665310,Robert,Marsh,06/04/2002,SA28 5NV,University Hospital,Cardiology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1200,12/07/2025 08:10,P559,3050717335,Wayne,Kershaw,04/02/2008,NP36 8OQ,Prince Charles,Orthopaedics,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1201,12/07/2025 08:10,P617,9352052633,Jonathan,Guillotte,14/07/1953,SA34 3ML,University Hospital,Cardiology,D67,Dr. Williams,M54.5,Low back pain,DNA
A1202,12/07/2025 08:10,P629,5931937641,Eleanore,Chouinard,17/04/1971,NP17 7MJ,Royal Glamorgan,Dermatology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1203,12/07/2025 08:10,P637,6133299738,David,Eagle,14/11/1985,NP36 7AV,University Hospital,Cardiology,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",Attended
A1204,12/07/2025 08:10,P622,2055099469,Roberta,Pena,17/01/1947,NP25 7PQ,University Hospital,Cardiology,D67,Dr. Williams,J45.9,"Asthma, unspecified",DNA
A1205,12/07/2025 08:10,P622,2055099469,Roberta,Pena,17/01/1947,NP25 7PQ,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1206,12/07/2025 08:10,P621,7724738483,Porter,Babino,04/06/1959,SA12 4PK,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1207,12/07/2025 08:10,P604,5982643394,Beverly,Gering,28/10/1992,CF19 5XV,University Hospital,Cardiology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,Attended
A1208,12/07/2025 08:10,P502,9623650574,Kim,Szala,11/02/1968,LL37 2PY,University Hospital,Cardiology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1209,12/07/2025 08:10,P574,3367895326,Holly,Krell,02/01/1944,NP26 9XQ,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,K21.9,Gastro-oesophageal reflux disease,Attended
A1210,12/07/2025 08:10,P621,7724738483,Porter,Babino,04/06/1959,SA12 4PK,Morriston Hospital,Neurology,D88,Dr. Davies,J45.9,"Asthma, unspecified",DNA
A1211,12/07/2025 08:10,P581,843268050,Eleanor,Monahan,12/01/2009,LL31 3EC,Singleton Hospital,Oncology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",DNA
A1212,12/07/2025 08:10,P560,3598836171,Bryan,Allen,03/01/2008,LL37 9TZ,Singleton Hospital,Oncology,D45,Dr. Jones,M54.5,Low back pain,Attended
A1213,12/07/2025 08:10,P591,6016868965,Shelby,Hammon,20/01/2001,LL25 7ZC,Morriston Hospital,Neurology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1214,12/07/2025 08:10,P618,1323896783,Becky,Vallejos,25/06/2003,CF36 4PA,Royal Glamorgan,Dermatology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,Attended
A1215,12/07/2025 08:10,P530,5927478522,Susan,Collins,27/02/1941,CF23 6EG,Morriston Hospital,Neurology,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",DNA
A1216,12/07/2025 08:10,P641,4095691077,Carol,Dugan,10/10/1986,SA34 1ZE,Singleton Hospital,Oncology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1217,12/07/2025 08:10,P525,8526432982,Alene,Gooding,09/05/1987,SA35 2GY,Singleton Hospital,Oncology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1218,12/07/2025 08:10,P631,9407957845,Francisco,Wakefield,05/01/1975,SA14 6WV,Singleton Hospital,Oncology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1219,12/07/2025 08:10,P591,6016868965,Shelby,Hammon,20/01/2001,LL25 7ZC,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,J45.9,"Asthma, unspecified",Attended
A1220,12/07/2025 08:10,P635,3903915688,Vickie,Cullum,24/10/1979,CF21 4WI,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,I10,Essential hypertension,Attended
A1221,12/07/2025 08:10,P605,5423142598,Thomas,Spicer,07/05/1985,CF18 5LV,Singleton Hospital,Oncology,D12,Dr. Thomas,M54.5,Low back pain,DNA
A1222,12/07/2025 08:10,P603,9283097505,Sandra,Perkins,04/03/1981,LL26 7QL,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,I10,Essential hypertension,Attended
A1223,12/07/2025 08:10,P528,4400238679,Jamie,Griffis,01/11/1967,NP21 6TT,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1224,12/07/2025 08:10,P585,1702998959,Yolanda,Brown,13/04/1949,CF26 9DX,University Hospital,Cardiology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1225,12/07/2025 08:10,P587,535215401,Jose,Gill,28/04/1958,NP26 2IZ,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,I10,Essential hypertension,Attended
A1226,12/07/2025 08:10,P598,5364032167,Mary,Morales,26/03/1962,SA22 5MC,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,J45.9,"Asthma, unspecified",Attended
A1227,12/07/2025 08:10,P570,4609634104,Vivian,Wallace,04/11/1943,SA33 6CQ,Royal Glamorgan,Dermatology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",DNA
A1228,12/07/2025 08:10,P539,9747347725,Chase,Reynolds,02/01/1955,NP22 6RJ,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,DNA
A1229,12/07/2025 08:10,P528,4400238679,Jamie,Griffis,01/11/1967,NP21 6TT,University Hospital,Cardiology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1230,12/07/2025 08:10,P578,5323181974,Mark,Anderson,07/07/1950,NP21 9WS,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1231,12/07/2025 08:10,P615,6540640056,Beatrice,Allen,16/07/1959,CF12 1CK,Singleton Hospital,Oncology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1232,12/07/2025 08:10,P529,164103708,Roman,Gilson,21/03/1994,NP13 2GW,University Hospital,Cardiology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1233,12/07/2025 08:10,P647,8622752879,Ronald,Canizales,24/02/1980,NP18 3KV,Prince Charles,Orthopaedics,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1234,12/07/2025 08:10,P613,7723271123,Dario,Allen,07/11/1990,NP21 8DL,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,DNA
A1235,12/07/2025 08:10,P603,9283097505,Sandra,Perkins,04/03/1981,LL26 7QL,Morriston Hospital,Neurology,D12,Dr. Thomas,I10,Essential hypertension,Attended
A1236,12/07/2025 08:10,P596,522780253,Lillian,Pearson,27/10/1987,NP33 4YB,Morriston Hospital,Neurology,D12,Dr. Thomas,I10,Essential hypertension,Attended
A1237,12/07/2025 08:10,P571,591065215,Roy,Foutch,02/03/1992,SA38 9EZ,Singleton Hospital,Oncology,D12,Dr. Thomas,I10,Essential hypertension,Attended
A1238,12/07/2025 08:10,P572,756696364,Dennis,Tays,20/12/1992,CF16 5TK,Morriston Hospital,Neurology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1239,12/07/2025 08:10,P542,9117640423,Brenda,Marshall,04/06/1988,LL10 3GF,Prince Charles,Orthopaedics,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,DNA
A1240,12/07/2025 08:10,P578,5323181974,Mark,Anderson,07/07/1950,NP21 9WS,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,J45.9,"Asthma, unspecified",DNA
A1241,12/07/2025 08:10,P524,148573762,Helen,Sharrer,11/10/2008,CF30 2PB,Prince Charles,Orthopaedics,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1242,12/07/2025 08:10,P604,5982643394,Beverly,Gering,28/10/1992,CF19 5XV,Royal Glamorgan,Dermatology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,DNA
A1243,12/07/2025 08:10,P552,7717048590,Georgia,Spears,02/10/1956,CF15 4DF,University Hospital,Cardiology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1244,12/07/2025 08:10,P544,2523754207,Douglas,Davis,25/12/1992,CF28 1CZ,Royal Glamorgan,Dermatology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1245,12/07/2025 08:10,P569,430702019,John,Bonney,18/03/2002,LL33 9SF,Prince Charles,Orthopaedics,D45,Dr. Jones,I10,Essential hypertension,Attended
A1246,12/07/2025 08:10,P574,3367895326,Holly,Krell,02/01/1944,NP26 9XQ,Singleton Hospital,Oncology,D21,Dr. Evans,I10,Essential hypertension,Attended
A1247,12/07/2025 08:10,P648,5540486900,Jeffrey,Longoria,01/10/1949,NP21 5SO,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,DNA
A1248,12/07/2025 08:10,P640,4792665310,Robert,Marsh,06/04/2002,SA28 5NV,Singleton Hospital,Oncology,D12,Dr. Thomas,M54.5,Low back pain,Attended
A1249,12/07/2025 08:10,P539,9747347725,Chase,Reynolds,02/01/1955,NP22 6RJ,Prince Charles,Orthopaedics,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",Attended
A1250,12/07/2025 08:10,P643,1111506353,Patricia,Barlow,08/03/2005,NP25 4DR,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1251,12/07/2025 08:10,P502,9623650574,Kim,Szala,11/02/1968,LL37 2PY,University Hospital,Cardiology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1252,12/07/2025 08:10,P617,9352052633,Jonathan,Guillotte,14/07/1953,SA34 3ML,Morriston Hospital,Neurology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,DNA
A1253,12/07/2025 08:10,P541,832854360,Marvin,Milliken,27/02/1982,CF29 7VF,University Hospital,Cardiology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1254,12/07/2025 08:10,P507,2757465864,Michael,Woolem,25/09/1960,CF15 8LY,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1255,12/07/2025 08:10,P633,3072400741,Jeffrey,Foslien,06/09/1996,LL14 5JD,Royal Glamorgan,Dermatology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,Attended
A1256,12/07/2025 08:10,P550,2600993797,Ryan,Winn,10/12/1948,SA32 1ZJ,Singleton Hospital,Oncology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1257,12/07/2025 08:10,P511,1258494795,Samuel,Cavanaugh,27/09/1979,SA35 3JT,University Hospital,Cardiology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1258,12/07/2025 08:10,P534,3840117496,Fern,Christian,26/04/1990,CF12 7CF,Singleton Hospital,Oncology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",Attended
A1259,12/07/2025 08:10,P604,5982643394,Beverly,Gering,28/10/1992,CF19 5XV,Royal Glamorgan,Dermatology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1260,12/07/2025 08:10,P626,2684191468,Karl,Moran,22/10/1952,CF39 6KO,Singleton Hospital,Oncology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",DNA
A1261,12/07/2025 08:10,P620,1350082724,William,Bradley,05/06/1957,NP19 7JG,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,M54.5,Low back pain,Attended
A1262,12/07/2025 08:10,P533,6863164418,Walter,Day,04/12/1981,CF32 7JX,Prince Charles,Orthopaedics,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,DNA
A1263,12/07/2025 08:10,P584,2661527591,Johnny,Viloria,09/04/1968,CF10 3LE,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",Attended
A1264,12/07/2025 08:10,P578,5323181974,Mark,Anderson,07/07/1950,NP21 9WS,Morriston Hospital,Neurology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1265,12/07/2025 08:10,P592,2149967278,Earl,Wolf,05/03/1957,LL33 5UA,Prince Charles,Orthopaedics,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",Attended
A1266,12/07/2025 08:10,P553,8111006888,Jill,Bachman,04/05/1988,LL11 5KL,Morriston Hospital,Neurology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,Attended
A1267,12/07/2025 08:10,P636,9285632378,Robert,Konrad,24/11/1980,SA18 1XO,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,I10,Essential hypertension,Attended
A1268,12/07/2025 08:10,P510,8627669546,Michael,Rutter,21/11/1989,LL29 6QK,University Hospital,Cardiology,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",Attended
A1269,12/07/2025 08:10,P627,4196208495,Emma,Flora,28/04/1996,SA17 9VJ,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,Attended
A1270,12/07/2025 08:10,P556,7153427422,Tracy,Clarkson,07/05/1959,LL35 9TI,Prince Charles,Orthopaedics,D12,Dr. Thomas,M54.5,Low back pain,Attended
A1271,12/07/2025 08:10,P574,3367895326,Holly,Krell,02/01/1944,NP26 9XQ,Morriston Hospital,Neurology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1272,12/07/2025 08:10,P524,148573762,Helen,Sharrer,11/10/2008,CF30 2PB,Royal Glamorgan,Dermatology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1273,12/07/2025 08:10,P545,4622334623,David,Ashpole,13/05/1945,LL12 2SV,Prince Charles,Orthopaedics,D21,Dr. Evans,J45.9,"Asthma, unspecified",DNA
A1274,12/07/2025 08:10,P616,3446346015,Joel,Clawson,20/09/1948,NP34 3XN,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,I10,Essential hypertension,DNA
A1275,12/07/2025 08:10,P620,1350082724,William,Bradley,05/06/1957,NP19 7JG,Singleton Hospital,Oncology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1276,12/07/2025 08:10,P558,1254273158,Esther,Tucci,07/02/1941,NP33 4XF,Prince Charles,Orthopaedics,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1277,12/07/2025 08:10,P572,756696364,Dennis,Tays,20/12/1992,CF16 5TK,Royal Glamorgan,Dermatology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1278,12/07/2025 08:10,P561,9815283804,Jerome,Hamilton,12/07/1960,CF26 3PP,Singleton Hospital,Oncology,D21,Dr. Evans,E11.9,Type 2 diabetes mellitus without complications,Attended
A1279,12/07/2025 08:10,P592,2149967278,Earl,Wolf,05/03/1957,LL33 5UA,Prince Charles,Orthopaedics,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1280,12/07/2025 08:10,P630,8668713787,Charlotte,Hamilton,24/12/2003,SA14 4WK,Royal Glamorgan,Dermatology,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1281,12/07/2025 08:10,P583,2745052071,Romeo,Mack,03/01/1981,SA38 5QE,Royal Glamorgan,Dermatology,D88,Dr. Davies,M54.5,Low back pain,Attended
A1282,12/07/2025 08:10,P590,9592834881,Mary,Mahoney,01/11/2009,NP39 3WR,Singleton Hospital,Oncology,D88,Dr. Davies,J45.9,"Asthma, unspecified",Attended
A1283,12/07/2025 08:10,P644,2326057104,Ella,Hodge,12/09/1972,CF35 4GW,University Hospital,Cardiology,D12,Dr. Thomas,M54.5,Low back pain,DNA
A1284,12/07/2025 08:10,P559,3050717335,Wayne,Kershaw,04/02/2008,NP36 8OQ,Singleton Hospital,Oncology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",Attended
A1285,12/07/2025 08:10,P510,8627669546,Michael,Rutter,21/11/1989,LL29 6QK,Morriston Hospital,Neurology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,Attended
A1286,12/07/2025 08:10,P643,1111506353,Patricia,Barlow,08/03/2005,NP25 4DR,Singleton Hospital,Oncology,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,Attended
A1287,12/07/2025 08:10,P609,8429081410,Rachel,Lopez,17/12/1941,CF37 8DY,Prince Charles,Orthopaedics,D45,Dr. Jones,M54.5,Low back pain,Attended
A1288,12/07/2025 08:10,P559,3050717335,Wayne,Kershaw,04/02/2008,NP36 8OQ,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,M54.5,Low back pain,Attended
A1289,12/07/2025 08:10,P567,8860164907,Deanna,Tronaas,02/12/2003,NP18 6WW,University Hospital,Cardiology,D33,Dr. Roberts,K21.9,Gastro-oesophageal reflux disease,Attended
A1290,12/07/2025 08:10,P522,6694553803,Jim,Hanauer,11/07/1961,NP18 6SF,Morriston Hospital,Neurology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",DNA
A1291,12/07/2025 08:10,P509,9788282938,Carolyn,King,01/11/1944,SA17 3EK,Morriston Hospital,Neurology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1292,12/07/2025 08:10,P605,5423142598,Thomas,Spicer,07/05/1985,CF18 5LV,Royal Glamorgan,Dermatology,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",Attended
A1293,12/07/2025 08:10,P641,4095691077,Carol,Dugan,10/10/1986,SA34 1ZE,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1294,12/07/2025 08:10,P629,5931937641,Eleanore,Chouinard,17/04/1971,NP17 7MJ,Prince Charles,Orthopaedics,D33,Dr. Roberts,I10,Essential hypertension,Attended
A1295,12/07/2025 08:10,P604,5982643394,Beverly,Gering,28/10/1992,CF19 5XV,Prince Charles,Orthopaedics,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",Attended
A1296,12/07/2025 08:10,P611,6791575603,John,Schoberg,06/01/1958,CF15 9RJ,Royal Glamorgan,Dermatology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",DNA
A1297,12/07/2025 08:10,P546,5132570801,Glenn,Barnett,01/05/1968,LL36 2BX,Singleton Hospital,Oncology,D67,Dr. Williams,I10,Essential hypertension,DNA
A1298,12/07/2025 08:10,P642,5297254205,Francis,Spencer,12/12/1968,SA21 3IV,University Hospital,Cardiology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1299,12/07/2025 08:10,P604,5982643394,Beverly,Gering,28/10/1992,CF19 5XV,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1300,12/07/2025 08:10,P542,9117640423,Brenda,Marshall,04/06/1988,LL10 3GF,Morriston Hospital,Neurology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",Attended
A1301,12/07/2025 08:10,P583,2745052071,Romeo,Mack,03/01/1981,SA38 5QE,Morriston Hospital,Neurology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",DNA
A1302,12/07/2025 08:10,P514,1511617829,Jessica,Butler,09/12/1951,NP35 7SC,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1303,12/07/2025 08:10,P646,4369609879,Esther,Jessup,19/12/1975,SA25 9CR,University Hospital,Cardiology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1304,12/07/2025 08:10,P597,558100317,George,Williams,12/06/1964,LL39 6MN,Prince Charles,Orthopaedics,D88,Dr. Davies,I10,Essential hypertension,DNA
A1305,12/07/2025 08:10,P602,115740902,Belinda,Marvin,19/12/1979,LL37 1DM,Morriston Hospital,Neurology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1306,12/07/2025 08:10,P551,2003100571,Herlinda,Womack,10/04/2008,CF20 7PV,Prince Charles,Orthopaedics,D21,Dr. Evans,I10,Essential hypertension,DNA
A1307,12/07/2025 08:10,P554,9042835877,David,Oakden,23/11/1944,NP32 5NF,University Hospital,Cardiology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1308,12/07/2025 08:10,P509,9788282938,Carolyn,King,01/11/1944,SA17 3EK,Morriston Hospital,Neurology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",DNA
A1309,12/07/2025 08:10,P576,4770471416,Corinne,Mendoza,21/03/2006,LL28 2CM,Royal Glamorgan,Dermatology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1310,12/07/2025 08:10,P511,1258494795,Samuel,Cavanaugh,27/09/1979,SA35 3JT,Royal Glamorgan,Dermatology,D12,Dr. Thomas,I10,Essential hypertension,Attended
A1311,12/07/2025 08:10,P582,5367215947,Karen,Rutledge,08/01/1957,NP16 4ZT,Royal Glamorgan,Dermatology,D33,Dr. Roberts,K21.9,Gastro-oesophageal reflux disease,Attended
A1312,12/07/2025 08:10,P542,9117640423,Brenda,Marshall,04/06/1988,LL10 3GF,University Hospital,Cardiology,D21,Dr. Evans,E11.9,Type 2 diabetes mellitus without complications,DNA
A1313,12/07/2025 08:10,P541,832854360,Marvin,Milliken,27/02/1982,CF29 7VF,Singleton Hospital,Oncology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1314,12/07/2025 08:10,P514,1511617829,Jessica,Butler,09/12/1951,NP35 7SC,Prince Charles,Orthopaedics,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1315,12/07/2025 08:10,P526,9469169603,Leslie,Ringgold,28/10/1983,SA21 4NV,Morriston Hospital,Neurology,D45,Dr. Jones,I10,Essential hypertension,Attended
A1316,12/07/2025 08:10,P514,1511617829,Jessica,Butler,09/12/1951,NP35 7SC,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,M54.5,Low back pain,DNA
A1317,12/07/2025 08:10,P600,5862702520,Rhoda,Luna,04/11/1946,NP28 3MK,University Hospital,Cardiology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,DNA
A1318,12/07/2025 08:10,P571,591065215,Roy,Foutch,02/03/1992,SA38 9EZ,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,DNA
A1319,12/07/2025 08:10,P607,2563666201,Adrianne,Roll,27/06/1943,NP38 2NT,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1320,12/07/2025 08:10,P548,8210029819,William,Snyder,27/03/1976,CF22 2XX,Royal Glamorgan,Dermatology,D67,Dr. Williams,I10,Essential hypertension,Attended
